title,label,Price,officialDate,url,BetTimeStamp,week
Total – Game,Under 29.5,3.220,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
Total – Game,Over 34,1.625,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
Total – Game,Under 34,2.330,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
Total – Game,Over 34.5,1.671,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
Total – Game,Under 34.5,2.250,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
Total – Game,Over 35,1.719,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
Total – Game,Under 35,2.160,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
Total – Game,Over 35.5,1.769,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
Total – Game,Under 35.5,2.090,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
Total – Game,Over 36,1.826,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
Total – Game,Under 36,2.020,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
Total – Game,Over 36.5,1.900,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
Total – Game,Under 36.5,1.952,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
Total – Game,Over 37,1.961,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
Total – Game,Under 37,1.869,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
Total – Game,Over 37.5,2.040,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
Total – Game,Under 37.5,1.813,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
Total – Game,Over 38,2.110,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
Total – Game,Under 38,1.757,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
Total – Game,Over 38.5,2.180,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
Total – Game,Under 38.5,1.709,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
Total – Game,Over 39,2.260,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
Total – Game,Under 39,1.662,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
Total – Game,Over 43.5,3.060,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
Total – Game,Under 43.5,1.383,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
Team Total – Game,Over 14.5,2.050,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638933,
Team Total – Game,Under 14.5,1.813,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638933,
Team Total – Game,Over 21.5,2.020,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638933,
Team Total – Game,Under 21.5,1.840,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638933,
Money Line – Game,Cleveland Browns,3.790,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.441060,
Money Line – Game,Cincinnati Bengals,1.295,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.441060,
Handicap – Game,+3.5,2.630,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Handicap – Game,-3.5,1.518,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Handicap – Game,+4.5,2.440,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Handicap – Game,-4.5,1.591,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Handicap – Game,+5.0,2.390,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Handicap – Game,-5.0,1.613,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Handicap – Game,+5.5,2.330,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Handicap – Game,-5.5,1.645,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Handicap – Game,+6.0,2.260,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Handicap – Game,-6.0,1.684,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Handicap – Game,+6.5,2.180,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Handicap – Game,-6.5,1.746,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Handicap – Game,+7.0,2.040,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Handicap – Game,-7.0,1.862,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Handicap – Game,+7.5,1.884,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Handicap – Game,-7.5,1.990,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Handicap – Game,+8.0,1.833,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Handicap – Game,-8.0,2.050,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Handicap – Game,+8.5,1.787,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Handicap – Game,-8.5,2.090,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Handicap – Game,+9.0,1.757,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Handicap – Game,-9.0,2.140,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Handicap – Game,+9.5,1.729,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Handicap – Game,-9.5,2.180,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Handicap – Game,+14.5,1.352,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Handicap – Game,-14.5,3.300,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.442428,
Total – Game,Over 37.5,1.367,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Total – Game,Under 37.5,3.190,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Total – Game,Over 42,1.653,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Total – Game,Under 42,2.300,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Total – Game,Over 42.5,1.699,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Total – Game,Under 42.5,2.220,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Total – Game,Over 43,1.751,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Total – Game,Under 43,2.140,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Total – Game,Over 43.5,1.806,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Total – Game,Under 43.5,2.070,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Total – Game,Over 44,1.862,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Total – Game,Under 44,1.990,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Total – Game,Over 44.5,1.943,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Total – Game,Under 44.5,1.925,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Total – Game,Over 45,2.010,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Total – Game,Under 45,1.847,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Total – Game,Over 45.5,2.080,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Total – Game,Under 45.5,1.793,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Total – Game,Over 46,2.150,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Total – Game,Under 46,1.740,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Total – Game,Over 46.5,2.240,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Total – Game,Under 46.5,1.689,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Total – Game,Over 47,2.320,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Total – Game,Under 47,1.645,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Total – Game,Over 51.5,3.160,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Total – Game,Under 51.5,1.373,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.443585,
Team Total – Game,Over 18.5,1.970,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.444008,
Team Total – Game,Under 18.5,1.884,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.444008,
Team Total – Game,Over 26.5,1.877,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.444008,
Team Total – Game,Under 26.5,1.980,2026-01-04,https://www.pinnacle.com/en/football/nfl/cleveland-browns-vs-cincinnati-bengals/1621493633/#all,2025-12-29T09:31:02.444008,
Money Line – Game,Kansas City Chiefs,1.358,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.137986,
Money Line – Game,Las Vegas Raiders,3.350,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.137986,
Handicap – Game,-14.5,3.900,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Handicap – Game,+14.5,1.268,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Handicap – Game,-9.0,2.560,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Handicap – Game,+9.0,1.543,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Handicap – Game,-8.5,2.490,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Handicap – Game,+8.5,1.571,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Handicap – Game,-8.0,2.440,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Handicap – Game,+8.0,1.591,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Handicap – Game,-7.5,2.380,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Handicap – Game,+7.5,1.625,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Handicap – Game,-7.0,2.210,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Handicap – Game,+7.0,1.724,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Handicap – Game,-6.5,2.030,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Handicap – Game,+6.5,1.862,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Handicap – Game,-6.0,1.943,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Handicap – Game,+6.0,1.934,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Handicap – Game,-5.5,1.862,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Handicap – Game,+5.5,2.010,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Handicap – Game,-5.0,1.826,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Handicap – Game,+5.0,2.050,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Handicap – Game,-4.5,1.793,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Handicap – Game,+4.5,2.090,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Handicap – Game,-4.0,1.740,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Handicap – Game,+4.0,2.160,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Handicap – Game,+3.5,1.223,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Handicap – Game,-3.5,4.370,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.139195,
Total – Game,Over 28.5,1.380,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Total – Game,Under 28.5,3.120,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Total – Game,Over 33,1.653,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Total – Game,Under 33,2.300,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Total – Game,Over 33.5,1.699,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Total – Game,Under 33.5,2.220,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Total – Game,Over 34,1.751,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Total – Game,Under 34,2.140,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Total – Game,Over 34.5,1.806,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Total – Game,Under 34.5,2.070,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Total – Game,Over 35,1.862,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Total – Game,Under 35,1.990,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Total – Game,Over 35.5,1.943,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Total – Game,Under 35.5,1.925,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Total – Game,Over 36,2.010,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Total – Game,Under 36,1.847,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Total – Game,Over 36.5,2.080,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Total – Game,Under 36.5,1.793,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Total – Game,Over 37,2.150,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Total – Game,Under 37,1.740,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Total – Game,Over 37.5,2.240,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Total – Game,Under 37.5,1.689,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Total – Game,Over 38,2.320,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Total – Game,Under 38,1.645,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Total – Game,Over 42.5,3.130,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Total – Game,Under 42.5,1.377,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140303,
Team Total – Game,Over 20.5,1.909,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140782,
Team Total – Game,Under 20.5,1.943,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140782,
Team Total – Game,Over 14.5,2.100,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140782,
Team Total – Game,Under 14.5,1.781,2026-01-04,https://www.pinnacle.com/en/football/nfl/kansas-city-chiefs-vs-las-vegas-raiders/1621493632/#all,2025-12-29T09:31:04.140782,
Money Line – Game,Los Angeles Chargers,3.920,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.903732,
Money Line – Game,Denver Broncos,1.260,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.903732,
Handicap – Game,+3.5,2.610,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
Handicap – Game,-3.5,1.500,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
Handicap – Game,+5.0,2.400,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
Handicap – Game,-5.0,1.584,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
Handicap – Game,+5.5,2.340,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
Handicap – Game,-5.5,1.609,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
